price,bedrooms,bathrooms,sqft_living,sqft_lot,floors
269950,3,2.5,1890,4838,2
650000,3,1.75,2140,9484,1
520500,3,2,1900,8100,1
652500,4,2.5,2700,9122,2
506000,5,3,2430,8000,1
416000,3,1,1110,12150,1
500000,4,2.75,2280,15347,1
460000,3,1.75,1550,4708,1
371025,3,2,1530,8925,1
576000,4,2.5,2440,28405,2
353500,4,2.25,1760,9602,2
1735000,4,2.25,3040,5000,2
183000,3,1.75,1070,8100,1
763101,3,1.75,1990,5560,1
460000,2,1.5,1090,4000,1
825000,4,1.5,1890,6938,1.5
265000,3,1,1000,9150,1
295000,3,1.75,1770,8235,1
418000,4,3,2360,6250,1
554000,3,3.5,3380,108900,2
534500,3,2.5,1700,3150,2
690000,2,1.75,1600,4000,1
530000,4,2.5,2050,6360,2
357186,2,1.75,1210,1040,2
300000,5,3,1940,6355,1
304000,4,2,1810,8750,1
385000,4,1.75,1690,4080,1
415000,4,2,1800,2970,1
963000,4,3.5,3280,6603,2
792500,4,2.5,4290,175421,2
309212,3,1.75,1150,9600,1
235000,2,1.5,880,1805,2
667000,3,1.5,1720,8100,2
470000,3,1.5,1510,8000,1
375000,4,2,1240,3000,1
410000,4,2,1580,9581,1
566000,4,2.25,2170,7737,2
680000,4,2.75,2500,4950,2
332000,1,1,960,2640,1
902000,4,2.5,3030,8507,2
500000,3,1.75,1540,10800,1
445000,3,1.75,1890,32340,1.5
825000,4,2.5,2810,9800,1
1095000,4,4,3530,8400,2
277000,3,1,1100,8536,1
545000,3,2.5,1940,9775,1
435000,3,2.5,2300,9521,2
638000,3,2.5,2110,3600,2
418000,4,1.5,1220,10580,1
499000,3,1.75,1750,12325,1
150000,3,1.5,1230,8056,1
759950,3,2.5,3100,23790,2
427000,3,2.5,1830,65340,1
632500,5,2.5,2640,7096,2
660000,6,1.75,1840,2774,1
862000,4,2.5,3190,14565,2
524000,2,1,1120,2000,1.5
470000,3,1.5,1760,6723,1
385000,3,2,1590,9912,2
575000,4,2.5,2120,9603,2
220000,4,2.5,2240,9826,1
460000,2,1,890,2100,1
1712500,3,3.25,2940,5432,3
175000,3,1.5,1220,7300,1
465000,3,2.25,2670,7500,1
552000,3,1,1120,2300,1
565000,4,2.75,3130,139392,2
518000,4,2.5,1740,7500,1
899950,4,3.5,3290,5414,2
373000,3,1,1770,5720,1.5
385000,4,2.5,2960,5054,2
245000,2,1,1200,4880,1
375000,4,2,2400,6000,2
699850,4,3.5,2690,6164,2
450000,6,2.25,3550,11780,1
455000,2,1.5,1310,12196,1.5
650000,4,2.75,2610,4160,3
378000,5,2.5,2760,8015,1
220000,3,2,1410,7998,1
285500,4,1.75,1960,7950,1
340000,3,2.5,1212,1174,3
921000,4,1.5,2220,9496,1
375000,4,2.5,2040,109336,1.5
999000,4,2.75,2800,19168,2
335000,3,1.5,2040,6000,1
1920000,4,2.5,3070,34412,1
385000,2,1,830,26329,1
850000,4,3.5,4140,7089,2
429000,5,2.5,2340,4500,2
523950,3,2.25,1420,1282,3
798800,3,2.75,2670,3738,1
284000,3,2.5,1880,6008,2
852880,4,3.25,3450,6184,2
320000,3,2.25,1200,1400,3
749995,4,3.25,3430,9870,2
468500,3,2.5,1350,1186,2
492500,5,2.5,2570,9962,2
685000,4,3.5,2840,4637,3
542525,4,2.5,2650,5600,2
435000,3,2,1980,2674,3
242000,3,1.75,1280,7524,1.5
325000,4,2.5,2610,7091,2
837700,5,2.75,3010,12611,2
210000,1,1,930,7129,1
187500,3,1.5,1180,7000,1
560000,5,1,1710,9100,1.5
272000,3,2,1380,7476,1
235000,3,1.75,1190,7280,1
259000,3,2,1870,5909,1
866059,5,3.5,3130,4797,2
473000,2,1,900,5100,1
405000,3,1.5,1880,7400,1
870000,4,4.25,3010,4887,2
475000,3,2.25,2280,5750,1
499500,3,2.5,2970,21907,2
386000,2,2.5,1620,3196,2
458000,4,1.5,1550,3000,1.5
550000,3,1.75,2240,78225,2
605500,3,2.5,2830,6536,2
421000,3,2.5,2890,21780,2
536000,4,2.25,1990,5948,2
247200,3,1.75,1370,8719,1
250000,2,1.5,1088,1360,2
204950,4,1.75,1740,9344,1
430000,3,2,1730,9000,1
250000,4,2.5,1800,8100,2
260000,3,1.75,1440,12888,1
547000,4,1,1720,2800,1.5
379900,5,3.5,2800,7350,2
738500,3,2.5,2300,6009,1
545000,4,2.25,2030,11585,1
342000,2,1,740,6180,1
4668000,5,6.75,9640,13068,1
170000,4,1,1920,13787,1
616000,4,2.5,2490,12929,2
640000,3,2,1380,4800,1
332000,3,2.5,1530,9406,1
1010000,3,3.25,2420,1923,2
380000,4,2.5,2150,37647,2
415000,4,2,1610,9600,1
1008000,4,3.5,2650,3060,2
669000,4,2.75,2700,35362,2
260000,3,1.5,1270,20700,1
854000,4,2.75,3150,38865,1
605000,3,2.25,2010,10760,2
320000,3,1,860,5060,1.5
229950,3,2,1410,7466,1
255000,3,1.75,1700,7532,1
1170000,4,2.5,2570,6251,2
479000,2,2.25,1230,932,2
1200000,4,3.5,4170,9748,2
472000,3,2.5,1180,1262,3
198000,3,1.5,1430,7347,1
440000,4,2,1450,8400,1.5
506000,3,1.75,2180,7700,1
382500,4,2.5,2210,7079,2
269500,2,1.5,1480,7276,1
560000,3,2,2340,3477,1
840000,4,3.5,3860,18334,2
479500,3,2.75,2300,4637,2
402000,3,1.5,1450,7375,1
549000,2,2.5,1380,953,3
449950,4,2.5,2470,3811,2
493000,4,1.75,2030,18295,1.5
142500,4,0.75,1440,13300,1
250000,3,1.75,1160,6134,1
729000,3,1,1580,3840,2
465000,2,2.75,1430,1425,2
465000,2,2,1494,19271,2
280000,4,2.25,1930,7207,1
675000,6,1.75,2740,6360,1
667500,3,2,1880,3800,1
809000,3,2.5,2590,7720,2
400000,3,2.25,2140,11266,2
310000,4,2,1870,6000,1.5
435000,2,1,1230,3800,1
465950,4,2.5,2340,6896,2
1538000,3,2.25,2880,7599,1
253000,3,1.5,880,6600,1
330000,3,2.5,3040,7232,2
554000,4,1,1120,7104,1.5
350000,3,2,1380,3600,3
294999,4,2.5,1660,9760,2
1185001,3,2.75,2500,5568,2
752000,4,2.5,2940,10382,2
451000,4,2.5,1670,3315,2
725000,4,2.75,2630,7505,2
345000,4,2.75,2250,7412,1
206000,3,1,1320,7000,1
2027000,4,3.75,4100,22798,1.5
2475000,3,3.25,4340,4947,2
1728000,4,3,3700,20570,1
580000,5,2,2700,10875,1
430000,3,1,980,7200,1
720000,4,2.5,2650,11520,2
824000,7,4.25,3670,4000,2
936000,3,1.75,2960,12420,1
535000,4,2.75,3070,7201,2
286800,3,2.5,1413,3600,2
350000,2,2.5,1260,1347,3
345000,3,2.5,1680,2229,2
435000,3,2.25,1230,1238,2
1555000,3,3.5,4360,6240,2
1325000,4,4,4420,16526,2
461000,3,3.25,2770,6278,2
770000,3,2.25,2910,10204,2
1384000,4,3.25,4290,12103,1
330000,3,2.5,1600,26977,2
322500,4,2.5,1820,6753,2
1600000,6,5,6050,230652,2
475000,3,1.75,1700,8432,1
250275,2,1,790,11234,1
274500,3,2.25,1720,9000,1
284950,3,1,990,10723,1
264950,4,1.75,1770,9011,1
242000,3,2,1260,8092,1
913000,4,2.5,3640,10576,2
555000,3,1.75,2040,6000,1
711000,4,1.75,1980,10800,1
403500,5,2.5,3600,17300,1
975000,4,2.5,4270,43386,1
253779,4,2,2030,9600,1.5
384400,3,3.25,1689,1388,3
646000,5,2.75,2870,4461,1
415000,3,1.75,1270,4800,1
764000,4,2.5,2790,7938,2
507000,5,3.25,3850,16249,2
545500,3,2.5,1560,9361,1.5
450000,3,1.75,1180,4080,1
264000,4,1.75,1820,8118,1
650000,5,1.75,1260,4500,1.5
365000,3,2.5,2640,6715,2
343566,2,1,1100,4200,1
375000,3,2.5,1950,6871,2
295000,3,2,1380,8682,1
325000,3,2.75,2200,7000,1
265000,4,1.5,2050,7100,1
562000,5,3,2795,15101,2
540000,4,2.5,2050,34222,2
4489000,4,3,6430,27517,2
279950,5,1.75,2150,7171,1
540000,3,1.75,1970,8200,1
310000,4,2.5,2660,12672,1
190000,1,1,720,4800,1
440000,4,2.5,2410,4780,2
1400000,3,2,2020,5500,1.5
230000,2,1,1080,9435,1
455000,3,1.75,1180,14292,1
175000,2,1,660,5000,1
650000,3,1.75,2920,9370,1
3000000,4,4.25,4850,12445,2
192500,3,1,1080,8580,1.5
239950,3,1.75,1670,6900,1
175000,6,1,1370,5080,1.5
850000,5,3.5,3450,28324,1
410000,4,2,1970,10500,1
570000,4,2.5,2290,6738,2
469000,5,2.5,2240,7543,1
559000,2,1,1240,6400,1
739888,3,2.5,2420,43177,2
568450,5,3.5,3260,58806,2
240000,2,1,670,10920,1
574950,5,3.25,3160,10000,2
180000,3,2.25,1990,6350,2
1160000,4,3.5,4680,9700,2
300000,3,2.5,1700,3575,2
630000,4,2.5,2807,9430,2
507000,4,1.75,1770,9375,1
287500,4,2.5,2570,9000,1
688000,3,3,3450,16200,2
424000,3,2,1670,7700,1
400000,3,1.75,1050,6150,1.5
620000,4,2.5,1910,7683,2
300000,3,1,910,7700,1
615000,5,2.25,2480,12070,2
206000,2,1.5,1820,8867,2
515500,4,2.5,2920,7700,2
554000,5,2.25,1870,11411,1
825000,4,3.5,3810,9792,2
855000,4,2.25,2190,4080,2
315000,3,2.5,1730,6368,2
299000,5,2.5,2220,9360,1
650000,3,1.5,1320,8114,1
465000,3,1.75,1510,4800,1
535000,3,2,2120,4080,2
564000,2,2,1690,4500,1
515000,3,3.5,1360,1419,2
580000,4,2.5,3250,5000,2
309000,3,2.25,1490,1294,2
536751,3,1.75,1930,6360,1
415000,4,2.5,2020,5501,2
267000,3,2.25,1584,2800,2
820000,4,2.5,3170,8523,2
1399950,4,2.75,3870,10046,2
485000,2,2.5,1430,923,3
482000,3,3.25,1380,1120,3
535000,4,2.5,2610,4595,2
690000,3,3.25,1540,1428,3
576000,3,2.5,1940,9000,1
378750,3,2.5,2160,3000,1.5
269900,4,1.75,1530,8750,1.5
210000,3,2,1440,7210,1
429900,4,2.5,2640,8625,2
1525000,4,3.25,3620,5131,2
360000,4,2.5,2850,4650,2
405000,2,1,1260,4377,1
450000,3,1.75,1610,11200,1
703000,3,2,1360,5980,1.5
661000,4,2.5,2496,8058,2
580000,4,2.25,2160,9593,1
464000,3,1,1320,3625,2
945000,2,2.5,2540,7089,2
659500,4,3,2620,18362,1
200000,3,1.5,1140,8340,1
280000,3,2,1790,42399,1
1325000,4,2.5,2440,3600,2.5
346150,3,2,2140,7200,1
197500,3,1,1330,5412,2
799000,4,2.5,2590,7910,2
1309500,4,4.5,4750,13912,2
350000,2,1,1620,9205,1
720000,4,2.5,2440,34290,2
519000,3,2.75,2020,10744,1
590300,3,1.5,1470,7200,2
2200000,5,4.75,5990,10450,2
410000,6,2.75,2520,9324,1
437000,2,1.75,1440,4225,1
221000,3,2.25,1640,7350,1
380000,4,2.25,2150,20181,1
506000,2,1,1570,8210,1
395000,4,1,1980,10350,1
285000,3,1,1210,4731,1.5
311000,3,1.75,1900,3000,1.5
520000,3,1.75,1940,219527,1
435000,3,1.75,1310,8065,1
120000,2,1,990,39964,1
1440000,3,3.5,3870,3819,2
186000,3,2,1340,4320,1
756000,4,2.25,2160,5600,1
248000,4,2,2080,13510,1
287000,3,2,1300,11374,1.5
510000,4,2.5,2610,8031,2
249000,3,1,1050,8498,1
340000,3,2.5,2480,6112,2
399888,4,2.25,1820,8255,1.5
440000,3,1.75,1170,8740,1
899000,4,2.25,2370,6000,1
540500,5,3.75,3090,7415,2
385000,3,1.75,2310,11200,1
558000,4,2.25,2060,10358,1
600000,3,2,2540,237402,1
450000,4,2.5,2400,7693,2
232500,3,1,1320,8450,1
436000,2,1,790,6600,1
240000,4,2,1790,14690,1
489950,3,2.25,1820,7326,2
680000,6,2,1670,3000,1
1068000,5,3.5,3990,9938,2
352450,3,2,1430,6000,1
335000,4,2,2030,103672,1
549000,4,1.75,1290,3060,2
1240000,4,3.5,3820,13224,2
618250,4,3.25,2520,3360,1.5
1815000,5,3,3880,13000,2
850000,2,1.75,1590,5136,1.5
930000,5,2,3530,9385,1.5
505000,3,2.5,1610,4611,2
925000,4,2.5,3280,209088,2
275000,3,1.75,1860,15681,1
499000,3,1.75,1840,5000,1
507000,3,2.5,2120,7201,2
619850,4,2.5,2270,9247,1
500000,3,2.5,2840,48716,1
310000,4,1.5,1220,9600,1
646000,4,2.5,2310,4079,2
265000,3,1.75,1840,7300,1
475000,3,2.5,950,1110,2
600000,4,2.25,3070,8400,2
470000,3,2,1730,38884,1
319950,2,1,920,8341,1
712000,3,2.75,3200,6699,2
775000,4,2.75,3010,15992,2
390000,3,2.25,1600,10240,1
585000,4,2.5,2840,11044,2
1027000,3,2.5,2430,10500,2
232603,3,1.75,1750,11461,2
543000,3,2.25,1240,949,3
607500,3,3.25,1530,1612,3
750000,3,3.5,3390,10078,2
728050,3,2.5,2320,6775,1
734990,4,2.5,2650,6884,2
330000,3,2.5,2238,7209,2
605000,4,2.5,2620,7553,2
441000,3,2.75,1910,7280,1
650000,4,2.5,3040,6587,2
1950000,7,3.5,4640,15235,2
395000,3,1,1500,4000,1
245000,1,0.75,380,15000,1
905000,4,3.5,2970,14486,2
660000,4,3.25,3030,9273,2
378000,4,2.5,1890,12236,1
600000,2,1,1040,3600,1
632500,4,2.5,2090,10306,2
210000,2,2,1680,5756,2
754800,2,2.5,2770,7781,2
175000,2,1,1020,5130,1
455000,3,2.25,1470,4653,2
450000,3,2,1430,3480,1
790000,4,1.75,2050,10920,1
480000,4,1,2080,5500,1
850000,3,2.25,2870,8170,2
725000,4,3.25,3940,27591,2
380000,3,1.5,1520,4288,1
979000,3,1.5,1700,14133,1
359950,3,2.25,1940,11612,1
665900,4,2.25,2870,5453,2
812000,3,3.25,3240,8338,2
203000,3,1,1150,7156,1
456000,3,1.5,1440,28516,1
547000,5,2.5,2200,4080,1.5
280000,3,2,1470,8089,1
640000,2,1.75,1760,4400,1
477000,3,1.75,1780,8085,1
455000,4,2.25,2450,21000,1
587206,3,3.5,1890,1710,2
425000,3,2.5,2540,5612,2
511500,4,1,1360,6000,1.5
218000,2,2,1310,2841,2
332000,3,2,1510,7884,1
291000,3,1.5,1860,60960,1
279000,4,2,2200,7700,1
950000,4,2.5,3360,11548,2
970500,3,2.75,2470,10125,2
412000,2,1,1260,3960,1
400000,3,1,1430,10005,1.5
200000,3,2.25,1230,7420,1.5
397000,4,2.5,2320,11717,2
715000,4,2.5,3290,6628,2
371000,4,2.5,2550,4770,2
458000,3,2.5,1870,5013,2
436500,5,3,3110,12429,1
329950,3,2.5,1820,8085,2
950000,3,3.25,3050,18892,1
282000,4,2,1890,6302,2
250000,1,1,800,16306,1
1135000,6,4.25,6900,244716,2
400000,4,1.75,2670,189486,2
681500,5,2.75,3260,11700,1
200000,2,1,860,6600,1
1300000,5,4,3366,7800,2.5
1462497,5,3.25,3840,4800,3
995000,4,4.5,3850,13551,2
355000,4,2.5,2040,8265,2
425000,3,2.25,1790,10209,1
869000,4,3,3740,30884,2
915000,3,3.25,2660,4000,2
2110000,3,2.25,3230,17833,2
925000,4,2,3140,10437,1
2400000,6,4.5,5480,10800,2
390000,3,1,1160,3750,1.5
330000,3,2.25,1860,11227,2
482500,4,3,1630,7626,1
525000,3,2.25,1750,1879,3
237000,3,1,1300,8160,1
205000,3,1,960,7314,1
623000,3,2.5,1850,7777,2
565000,4,2.75,3260,4900,2
400000,4,2.25,2420,7927,1
405000,3,1,1460,10000,1.5
337000,4,3,2240,8504,2
355000,2,1,1240,27042,1
885000,3,2.25,2060,9552,1
420000,5,2.75,2280,10319,1
448000,4,2.5,2510,6853,2
800000,4,2.75,3150,7035,2
830000,5,2.25,2780,10192,2
725000,6,1.75,2380,4080,2
780000,3,2.25,2140,3000,2
325000,2,1,840,4239,1
488800,4,2.25,2170,9665,1
1320000,4,3.5,4410,36200,2
489000,4,2,2120,11479,1
1240000,7,5.5,6630,13782,2
595000,3,2.75,3290,22649,2
359900,5,2.25,2290,7420,1
1080000,3,3,4910,43560,2
925000,4,2.75,3730,8014,2
625000,3,2.5,2440,4800,2
339990,3,2.5,2570,4600,2
775950,4,2.5,2970,4400,2
420000,5,3,2630,3149,2
654000,3,3.25,1530,1565,2
725000,3,3.5,3690,8837,2
375000,2,1,1230,1820,2
1100000,3,2.5,2200,20000,1
639500,4,2.25,2330,8994,2
849000,4,2,2160,6300,1.5
418000,4,1.5,1550,9176,1
442900,4,1.75,1780,2788,1
750000,3,1.75,2610,5544,1.5
930000,3,2.5,3290,6830,2
565000,2,1.75,1330,6000,1
874150,4,3.5,3530,14406,2
545000,4,2.5,2090,6023,2
500000,4,2.5,2040,8400,1
687000,4,2.5,2370,10083,2
810000,4,2.5,2810,10613,2
439500,3,2.5,2050,40003,1
802000,3,1.75,2870,5000,1.5
732600,4,2.5,2130,7300,1
374000,4,2.5,2580,6260,2
330000,4,2.5,2380,13550,2
365000,4,2,1940,25600,1
290900,2,2,1610,17600,2
577000,3,2.5,2060,5750,1
280000,2,1,1010,3000,1
675000,4,2.5,2810,11120,2
800000,3,2.25,2380,11824,1
299995,2,1,1060,7200,1
440000,3,1.75,1560,7207,1
249500,2,1.75,1500,8645,1
690000,2,1,970,4560,1
235000,3,1,1170,11100,1
320000,3,2.5,2280,7417,2
350000,7,3,2800,9569,1
334000,4,1.5,1150,9360,1.5
235000,6,3,2180,7956,2
442000,4,2.5,2520,7253,2
264000,3,1.75,1760,7482,1
275000,2,1,1180,6552,1
430000,2,1.5,950,4625,1
550000,3,2.5,1900,3255,2
775000,4,2.5,2300,6158,2
603500,6,2.75,2660,8400,1
230000,3,1,1530,389126,1.5
449000,4,2.5,1850,5040,1
2075000,4,3.5,4230,20377,2
420000,3,2,1200,5029,1
735000,4,2.25,2270,5102,1
200000,3,1.5,1090,9600,1
286000,3,2.75,1100,750,2
579000,3,2.5,1640,1269,3
345100,3,3.75,1950,8625,1
350000,3,1.75,1660,10150,1.5
291500,3,1,880,9238,1.5
649950,3,2.5,1500,1375,2
458500,3,2,1890,1599,2
500000,3,1,1150,5100,2
362300,3,2.5,2430,15264,2
324000,4,1.75,2110,7208,1
495000,3,2,2950,12196,2
233500,3,2.25,1650,2958,2
479000,3,2.25,2110,11319,2
322200,4,2.25,2010,19000,2
835000,4,2.5,3030,29163,2
347000,3,1,1270,8400,1
725000,3,1.75,1610,8613,1
345000,3,1,1140,4200,2
345950,3,2.5,2110,4118,2
550000,3,1.75,1840,8086,1
399950,3,1.75,1560,5223,1
269500,3,1.75,1840,7412,1
494000,4,2.5,1830,7345,1
453000,4,1.75,2120,7420,1
442500,3,1.75,1600,10280,1
235000,4,1.75,1450,8891,1.5
389800,3,1.75,1880,12821,1
346000,3,1.75,1270,8100,1
360000,4,1.5,1720,6417,1
650000,4,2.5,2400,7351,2
290000,3,1,1150,8145,1
234000,2,1,870,11100,1
260000,4,2.5,2000,37045,2
349900,3,2,2420,38781,1
275000,3,1,1080,6000,1
725000,4,2.5,3420,30410,2
375000,4,2.5,1870,7471,2
806000,4,2.5,2500,206474,1
470000,3,2.5,2150,8221,2
490000,3,2.25,1470,2500,2
615000,5,2,2130,4180,1.5
249000,3,1,1000,19204,1
396500,3,1.75,2390,7149,1
405000,2,1,860,2599,1
560000,3,2.5,1960,12476,2
459950,4,2.5,2000,6107,2
265000,3,1,1620,9450,1.5
502000,6,2.5,2890,8122,1
430000,3,1.75,1300,12731,1
525000,2,1,1080,3500,1
415000,4,2.5,2170,8518,1
600000,3,2.5,2260,10153,2
225000,3,1.75,1580,8820,1
300000,4,2.5,2620,4469,2
491234,4,2.5,1540,1860,2
1580000,4,2.5,4570,74487,2
905000,4,3.25,3440,7661,2
199950,5,2.5,1740,8750,1
450000,4,1.75,2160,4333,1
899000,3,1,1480,6978,2
649000,2,1.75,2260,280962,2
780000,4,3.5,3910,59863,2
400000,4,1.75,1700,20283,1.5
831500,5,2.5,4470,35124,2.5
471001,3,1.75,1800,6000,1
385000,3,3.25,1630,1677,3
326000,3,1,1030,9834,1
335000,1,1,720,5100,1
320000,4,1.5,1890,43560,1
300000,4,2.5,1840,5550,2
269950,4,2.5,2540,8400,2
1220000,4,3.75,3520,3944,1.5
590000,4,2.5,3220,7875,1.5
750000,3,2,1820,5000,1.5
239950,3,1.75,1230,9600,1
215000,3,2,1340,8505,1
165000,3,1,1200,13100,1
261350,3,1.75,1390,18200,1
569000,4,2,1730,3884,1
425000,3,2.25,1580,39189,1
800000,4,3,3520,4895,1
715000,4,2.5,2650,30500,1
337000,3,1.75,1310,12750,1
560000,4,2.5,2300,7989,2
449500,3,2.25,1780,7280,1
660000,3,3.25,1980,2850,3
685000,2,1.5,1300,1676,1
905000,5,3.5,3500,10155,2
403500,3,1,1830,8004,1
405000,3,2.25,1520,1245,3
385000,4,2.75,2700,37011,2
1700000,3,2.75,2810,18731,2
285000,3,2.5,1660,6263,2
249900,3,2,1310,6738,1
633634,4,3.5,2960,6000,2
329900,3,2.5,2242,4995,2
310000,3,2.5,2540,4775,2
345000,3,1.5,1420,1192,2
160797,3,1.5,1270,2356,2
562500,3,2.25,1300,907,2
664950,5,3,3190,7081,1
515000,5,3.25,2910,5027,2
497000,3,2.25,1630,3817,2
312891,5,3,2300,8214,2
670000,3,2.5,3310,5300,2
362500,2,1.5,940,1768,2
402101,2,0.75,1020,1350,2
438000,3,1.75,1520,6380,1
687500,4,1.75,2330,5000,1.5
160000,3,1.5,1010,9600,1
415000,3,1.75,1070,8000,1
405000,3,2.5,3170,12750,2
880000,4,2.5,3030,3841,3
585000,3,2.5,2270,100545,2
640000,4,2.5,2341,9594,2
819000,3,3.5,2130,6150,2
520000,3,1.75,2300,35722,1
367500,3,1,1660,11783,1
762500,4,2.75,2610,8760,1
300000,3,1,2150,7007,1
625000,3,2.5,2410,64073,1
530000,2,1.5,1580,3680,1
379000,3,2.5,1740,30886,2
615000,2,1,1270,5000,1
660000,2,2.25,2550,6000,2
380000,3,2.25,1860,15559,2
314900,4,1.75,2700,27072,1
324950,3,1.5,1460,8710,1
225000,3,1.75,1330,13102,1
535000,3,2.5,2070,4132,2
348500,3,1.5,1360,10726,1
725000,4,2.5,2650,18295,2
925000,4,3,3580,35261,1.5
549000,2,1,2034,13392,1
400000,3,2,1230,11413,1
620000,4,2.5,2450,55387,2
665000,6,2.75,2840,8346,1
1215000,4,3.75,3820,53574,1
1157400,3,2.5,2740,5925,2
349950,4,2.5,2090,5289,2
2466350,5,4.75,6390,13180,2
339000,4,2,2470,5080,1.5
615000,3,1.75,1720,4080,1
751000,4,3.25,3090,9571,2
941000,4,1.75,2320,3825,1.5
600000,4,1.75,1740,7700,1
455000,4,2.5,2950,4502,2
1295648,0,0,4810,28008,2
485000,3,2.5,1500,5412,1
358000,3,1.5,1810,100188,1
339000,3,1,1100,4128,1
258000,3,1,1490,7435,1
455000,2,1.5,1200,1259,2
437000,4,2.5,1890,8505,1
689000,3,1.75,2200,9840,1
319000,4,2.5,2510,7992,1
510000,3,2.25,1420,1309,3
440000,3,1.75,2000,9900,1
1010000,2,2,1460,9052,1
875000,4,2.5,3220,22588,2
304000,4,2,1310,8454,1
139000,2,1,690,5280,1
464500,3,1.75,1150,10466,1
336500,3,1,1480,7284,1
230000,4,1.75,1850,6000,1
425000,3,2.5,1930,4500,2
300000,2,1,750,5120,1
457500,3,2.25,1430,2003,2
366000,3,1.75,1840,11440,1
502000,3,2,1300,14350,1
194000,3,1,1050,7577,1
305000,4,2.25,2210,9371,2
1250000,4,2.5,3220,15600,1
575000,4,2.5,4620,20793,2
343500,4,1.75,1760,6204,1
325000,3,1,850,6906,1
600000,4,3.25,4690,14930,2
850000,4,3.5,3920,37122,2
420000,3,2.5,2140,3821,2
257500,2,2,1180,9265,1
317000,5,2.5,2360,11375,1
970000,3,2.25,3060,9950,1.5
252000,3,2.25,1670,7881,1
683500,3,1.5,1820,5756,1.5
289000,3,2.5,1970,9607,2
355000,2,2.25,930,747,2
675000,3,3.5,2300,5611,1
396500,3,2.5,2590,18980,1
362500,4,1.75,1450,8450,1
395000,4,1.75,1540,5120,1
599000,5,2.75,2730,22572,1
218000,3,1,880,18205,1
589950,4,2.5,3190,8195,2
218000,3,1.5,1330,7600,1
360000,3,1.75,1500,7200,1
350000,2,1,740,7680,1
350000,4,3,2560,5606,2
845000,3,2,2540,4750,1.5
839000,3,2.5,3200,203425,1
850000,4,3,3330,4000,1
329950,2,1,900,5220,1
425000,4,1.5,1600,6180,1.5
210000,2,1,970,5500,1
631500,2,1,1130,2640,1
295000,2,1,650,5400,1
575000,3,2.25,2400,5000,1.5
415000,3,2.5,2280,6031,2
859000,4,2.25,3550,13900,1
639888,4,2.5,2050,2772,2
329445,2,1.5,830,1119,2
745641,4,2.5,2440,4850,2
395000,3,2.5,1600,1936,2
790000,4,3.5,3190,31450,2
890000,4,1,2550,4000,2
400000,3,2.5,2180,7508,1
365500,3,2,1410,9600,1
245000,3,2,1410,5760,1
390000,4,2.5,2340,8548,2
196500,3,1,1320,9000,1
1200000,4,1.75,3990,13470,2
276900,3,1,1270,7566,1
995000,3,4.5,4380,47044,2
2300000,4,3.25,4250,8570,2
505000,3,2.5,1860,8060,2
1229000,4,3.5,3770,37034,2
352000,4,1,1530,8890,1
597326,4,4,3570,8250,2
800000,2,1,1740,5719,1
270000,3,2.5,1670,8364,1
235000,4,2,1570,9415,2
409900,2,2.5,1590,1845,2
739900,5,2.5,2980,5377,2
608000,4,2.5,2690,4736,2
381500,2,1,900,2910,1
562100,2,0.75,1440,3700,1
740000,4,2.5,3000,10392,2
308000,3,1,1640,18144,1.5
905000,5,3.5,3100,10200,1
762000,4,3.5,4000,15253,2
356000,4,2,2020,48693,1.5
750000,3,1.5,1840,5000,1.5
418800,4,2.25,2100,9984,1
276000,4,2.25,2460,11250,1
725000,3,2.5,2610,7510,2
285000,3,2,1460,6377,1
205000,3,1,1050,8498,1
583000,3,2.5,1790,8144,2
657000,4,2.5,2180,3375,1.5
386000,4,2.25,2050,9583,2
589950,5,3,2790,19439,1
575000,3,2.25,1700,3333,1.5
574000,3,2.5,2380,6832,2
690500,5,2,2000,4211,1.5
565000,2,1.75,1670,4008,1
500000,3,1.5,1190,4750,1
330000,6,2.25,3040,28535,1
286000,2,1,780,3475,1
450000,3,1.5,2330,11740,1
870000,4,2.75,2840,4000,1.5
725000,4,2.5,2490,5170,2
275000,2,1,770,4840,1
645000,3,2.75,1850,16960,1
152000,3,1,1090,3264,1
315000,4,2,1780,5336,1.5
190000,1,0.75,930,29258,1
700000,4,2.5,2770,5686,2
233000,3,1,1250,6180,1.5
249000,4,2.25,1830,6136,2
310000,2,1,870,5400,1
265950,3,1.5,1150,8450,1
860000,5,3.25,4500,9648,2
200000,3,1,1150,4800,1.5
402000,4,2.25,2000,3672,2
305000,6,2,1900,8240,1
505000,3,1.75,1640,10695,1
1355000,3,1.5,2680,4775,2
482000,3,2.5,2420,7307,2
299950,3,1.75,1790,7650,1
770000,4,2.5,3920,12415,2
245700,3,2.25,1640,8400,1
283000,3,1,890,8400,1
650000,4,2.75,1910,16532,1
530000,5,2.25,2140,7910,1
440000,3,1.75,2030,17100,1
1005000,4,4.5,4225,284011,2
599990,3,2.25,2680,9162,1
544000,4,2.5,2030,3974,2
1700000,5,3.5,5850,22885,2
270000,2,1,2060,8398,1
435000,2,1,1060,3036,1.5
349000,3,1,1010,8184,1
1140000,4,2.25,3310,127631,2
320000,4,2.5,2000,10051,2
804100,4,2.5,3070,8086,2
594000,3,2.25,1270,1406,2
531500,4,2.75,3110,49765,1
1150000,3,2,2110,18815,2
374500,3,2.25,1400,11400,2
450000,4,2.75,2310,5650,1
